CN,ISO,Rate
90213100,DE,7.0
902139,DE,7.0
90214000,DE,7.0
90215000,DE,7.0
902190,DE,7.0
9701,DE,7.0
9701,DE,7.0
97020000,DE,7.0
97020000,DE,7.0
97030000,DE,7.0
97030000,DE,7.0
97030000,DE,7.0
97030000,DE,7.0
22019000,DE,7.0
22019000,DE,7.0
,DE,19.0
,DE,19.0
06029099,FR,0.0
06031100,FR,0.0
06031200,FR,0.0
06031300,FR,0.0
06031400,FR,0.0
06031500,FR,0.0
060319,FR,0.0
060420,FR,0.0
06049011,FR,0.0
06049019,FR,0.0
06049091,FR,0.0
4401,FR,0.0
4403,FR,0.0
2941,FR,2.1
30021100,FR,2.1
30021200,FR,2.1
30021300,FR,2.1
30021400,FR,2.1
30021500,FR,2.1
30021900,FR,2.1
300220,FR,2.1
3004,FR,2.1
3005,FR,2.1
30061090,FR,2.1
30062000,FR,2.1
30063000,FR,2.1
30066000,FR,2.1
30067000,FR,2.1
30069200,FR,2.1
63051010,FR,2.1
63052000,FR,2.1
63053290,FR,2.1
63053900,FR,2.1
63059000,FR,2.1
02,FR,10.0
15141910,FR,10.0
15141990,FR,10.0
15162095,FR,10.0
151800,FR,10.0
15219091,FR,10.0
15219099,FR,10.0
21022019,FR,10.0
250100,FR,10.0
28020000,FR,10.0
28201000,FR,10.0
28209090,FR,10.0
28211000,FR,10.0
28255000,FR,10.0
28259085,FR,10.0
282739,FR,10.0
28274100,FR,10.0
28276000,FR,10.0
28299080,FR,10.0
28332500,FR,10.0
28332930,FR,10.0
28332980,FR,10.0
28342920,FR,10.0
28352200,FR,10.0
28352600,FR,10.0
283529,FR,10.0
28352990,FR,10.0
28353100,FR,10.0
28353900,FR,10.0
28363000,FR,10.0
28365000,FR,10.0
28369911,FR,10.0
28369917,FR,10.0
28417000,FR,10.0
284290,FR,10.0
30029050,FR,10.0
330112,FR,10.0
330290,FR,10.0
35040090,FR,10.0
38040000,FR,10.0
38086900,FR,10.0
380891,FR,10.0
380892,FR,10.0
380893,FR,10.0
380899,FR,10.0
01,FR,10.0
03,FR,10.0
04,FR,10.0
05,FR,10.0
07,FR,10.0
10,FR,10.0
12,FR,10.0
1301,FR,10.0
14049000,FR,10.0
17,FR,10.0
23080040,FR,10.0
240110,FR,10.0
4403,FR,10.0
5102,FR,10.0
53050000,FR,10.0
0505,FR,10.0
05069000,FR,10.0
0507,FR,10.0
0511,FR,10.0
0714,FR,10.0
1006,FR,10.0
12115000,FR,10.0
12119086,FR,10.0
12122100,FR,10.0
12122900,FR,10.0
15,FR,10.0
1703,FR,10.0
18020000,FR,10.0
1904,FR,10.0
21022019,FR,10.0
21022090,FR,10.0
23,FR,10.0
25010099,FR,10.0
25090000,FR,10.0
2510,FR,10.0
25199030,FR,10.0
28012000,FR,10.0
28170000,FR,10.0
28332100,FR,10.0
28332500,FR,10.0
28332920,FR,10.0
28352400,FR,10.0
28352500,FR,10.0
29033911,FR,10.0
29124100,FR,10.0
29147100,FR,10.0
29147900,FR,10.0
29152900,FR,10.0
29181200,FR,10.0
29181500,FR,10.0
29224100,FR,10.0
29225000,FR,10.0
29231000,FR,10.0
29232000,FR,10.0
2930,FR,10.0
2936,FR,10.0
29420000,FR,10.0
3102,FR,10.0
31039000,FR,10.0
31051000,FR,10.0
31053000,FR,10.0
31054000,FR,10.0
35011090,FR,10.0
35019090,FR,10.0
35021190,FR,10.0
35021990,FR,10.0
35022091,FR,10.0
35022099,FR,10.0
35029070,FR,10.0
35029090,FR,10.0
350400,FR,10.0
35051090,FR,10.0
38040000,FR,10.0
050800,FR,10.0
49019900,FR,2.1
4902,FR,2.1
49030000,FR,2.1
49070010,FR,2.1
49111090,FR,2.1
49019900,FR,2.1
4902,FR,2.1
49030000,FR,2.1
49070010,FR,2.1
49111090,FR,2.1
02,FR,5.5
0306,FR,5.5
05040000,FR,5.5
07,FR,5.5
08,FR,5.5
11,FR,5.5
1302,FR,5.5
15,FR,5.5
16,FR,5.5
17,FR,5.5
18,FR,5.5
19,FR,5.5
20,FR,5.5
21,FR,5.5
22,FR,5.5
230700,FR,5.5
23080040,FR,5.5
23080090,FR,5.5
25010091,FR,5.5
29124100,FR,5.5
29232000,FR,5.5
2936,FR,5.5
29389090,FR,5.5
30029050,FR,5.5
30061090,FR,5.5
32041200,FR,5.5
33019090,FR,5.5
35011090,FR,5.5
35019090,FR,5.5
35021190,FR,5.5
35021990,FR,5.5
35022091,FR,5.5
35022099,FR,5.5
35029070,FR,5.5
35029090,FR,5.5
35030010,FR,5.5
350400,FR,5.5
35051090,FR,5.5
38040000,FR,5.5
3825,FR,5.5
39269097,FR,5.5
96020000,FR,5.5
28044000,FR,10.0
28112930,FR,10.0
2941,FR,10.0
30012010,FR,10.0
30019020,FR,10.0
30021200,FR,10.0
300220,FR,10.0
3004,FR,10.0
3005,FR,10.0
30063000,FR,10.0
30066000,FR,10.0
30067000,FR,10.0
30069200,FR,10.0
33019090,FR,10.0
33061000,FR,10.0
34011100,FR,10.0
35030010,FR,10.0
39269097,FR,10.0
63051010,FR,10.0
63052000,FR,10.0
63053900,FR,10.0
63059000,FR,10.0
90189050,FR,10.0
96020000,FR,10.0
30061090,FR,5.5
40141000,FR,5.5
63051010,FR,5.5
63052000,FR,5.5
63053290,FR,5.5
63053900,FR,5.5
63059000,FR,5.5
901831,FR,5.5
90183900,FR,5.5
370400,FR,5.5
370500,FR,5.5
49119100,FR,5.5
37040010,FR,5.5
370500,FR,5.5
48203000,FR,5.5
4901,FR,5.5
4902,FR,5.5
49030000,FR,5.5
49040000,FR,5.5
49059100,FR,5.5
49059900,FR,5.5
49060000,FR,5.5
49111010,FR,5.5
49111090,FR,5.5
49119100,FR,5.5
49119900,FR,5.5
84425000,FR,5.5
85232919,FR,5.5
85234910,FR,5.5
85234920,FR,5.5
85235190,FR,5.5
95030070,FR,5.5
39249000,FR,5.5
961900,FR,5.5
58050000,FR,5.5
9701,FR,5.5
97020000,FR,5.5
97030000,FR,5.5
97040000,FR,5.5
97050000,FR,5.5
97060000,FR,5.5
2941,FR,2.1
30021100,FR,2.1
30021200,FR,2.1
30021300,FR,2.1
30021400,FR,2.1
30021500,FR,2.1
30021900,FR,2.1
300220,FR,2.1
3004,FR,2.1
3005,FR,2.1
30061090,FR,2.1
30062000,FR,2.1
30063000,FR,2.1
30066000,FR,2.1
30067000,FR,2.1
30069200,FR,2.1
63051010,FR,2.1
63052000,FR,2.1
63053290,FR,2.1
63053900,FR,2.1
63059000,FR,2.1
49019900,FR,2.1
4902,FR,2.1
49030000,FR,2.1
49070010,FR,2.1
49111090,FR,2.1
30021500,FR,0.0
38210000,FR,0.0
38220000,FR,0.0
30022010,FR,0.0
901890,FR,0.0
90278080,FR,0.0
,FR,20.0
0201,FI,14.0
0202,FI,14.0
0203,FI,14.0
0204,FI,14.0
020500,FI,14.0
02061095,FI,14.0
02061098,FI,14.0
02062100,FI,14.0
02062200,FI,14.0
02062991,FI,14.0
02062999,FI,14.0
02063000,FI,14.0
02064100,FI,14.0
02064900,FI,14.0
02068091,FI,14.0
02068099,FI,14.0
02069091,FI,14.0
02069099,FI,14.0
0207,FI,14.0
0208,FI,14.0
0209,FI,14.0
0210,FI,14.0
030191,FI,14.0
030192,FI,14.0
03019300,FI,14.0
030194,FI,14.0
03019500,FI,14.0
030199,FI,14.0
0302,FI,14.0
0303,FI,14.0
0304,FI,14.0
0305,FI,14.0
0306,FI,14.0
0307,FI,14.0
0308,FI,14.0
0401,FI,14.0
0402,FI,14.0
0403,FI,14.0
0404,FI,14.0
0405,FI,14.0
0406,FI,14.0
04072100,FI,14.0
040729,FI,14.0
040790,FI,14.0
04081180,FI,14.0
04081981,FI,14.0
04081989,FI,14.0
04089180,FI,14.0
04089980,FI,14.0
04090000,FI,14.0
04100000,FI,14.0
05040000,FI,14.0
06042011,FI,14.0
070190,FI,14.0
07020000,FI,14.0
0703,FI,14.0
0704,FI,14.0
0705,FI,14.0
0706,FI,14.0
070700,FI,14.0
0708,FI,14.0
0709,FI,14.0
0710,FI,14.0
0711,FI,14.0
0712,FI,14.0
0713,FI,14.0
07141000,FI,14.0
07142010,FI,14.0
07143000,FI,14.0
07144000,FI,14.0
07145000,FI,14.0
071490,FI,14.0
08,FI,14.0
09,FI,14.0
10,FI,14.0
11,FI,14.0
1201,FI,14.0
1202,FI,14.0
12030000,FI,14.0
120400,FI,14.0
1205,FI,14.0
120600,FI,14.0
1207,FI,14.0
1208,FI,14.0
1210,FI,14.0
12112000,FI,14.0
1212,FI,14.0
12130000,FI,14.0
1214,FI,14.0
1301,FI,14.0
13021200,FI,14.0
13021300,FI,14.0
130219,FI,14.0
130220,FI,14.0
13023100,FI,14.0
130232,FI,14.0
13023900,FI,14.0
1501,FI,14.0
1502,FI,14.0
150300,FI,14.0
1504,FI,14.0
15060000,FI,14.0
1507,FI,14.0
1508,FI,14.0
1509,FI,14.0
151000,FI,14.0
1511,FI,14.0
1512,FI,14.0
1513,FI,14.0
1514,FI,14.0
15151100,FI,14.0
151519,FI,14.0
151521,FI,14.0
151529,FI,14.0
151530,FI,14.0
151550,FI,14.0
1516,FI,14.0
1517,FI,14.0
15200000,FI,14.0
152190,FI,14.0
15220031,FI,14.0
15220039,FI,14.0
15220091,FI,14.0
16,FI,14.0
17,FI,14.0
18,FI,14.0
19,FI,14.0
20,FI,14.0
21,FI,14.0
2201,FI,14.0
2202,FI,14.0
220900,FI,14.0
2301,FI,14.0
2302,FI,14.0
2303,FI,14.0
23040000,FI,14.0
23050000,FI,14.0
2306,FI,14.0
230800,FI,14.0
2309,FI,14.0
25010091,FI,14.0
250700,FI,14.0
25081000,FI,14.0
25301000,FI,14.0
28012000,FI,14.0
28041000,FI,14.0
28042100,FI,14.0
28042910,FI,14.0
28043000,FI,14.0
28044000,FI,14.0
28049000,FI,14.0
28051100,FI,14.0
28051200,FI,14.0
28061000,FI,14.0
28092000,FI,14.0
281000,FI,14.0
28112100,FI,14.0
28112200,FI,14.0
28112905,FI,14.0
28112930,FI,14.0
28151100,FI,14.0
28152000,FI,14.0
28211000,FI,14.0
28230000,FI,14.0
28272000,FI,14.0
28273100,FI,14.0
28273910,FI,14.0
28321000,FI,14.0
28332200,FI,14.0
28341000,FI,14.0
28364000,FI,14.0
28365000,FI,14.0
28369911,FI,14.0
29012200,FI,14.0
29054300,FI,14.0
290544,FI,14.0
29054500,FI,14.0
29062100,FI,14.0
29151100,FI,14.0
29152100,FI,14.0
29155000,FI,14.0
291560,FI,14.0
29171200,FI,14.0
29181100,FI,14.0
29181200,FI,14.0
29181400,FI,14.0
29181600,FI,14.0
29224100,FI,14.0
29224200,FI,14.0
292249,FI,14.0
29232000,FI,14.0
29251100,FI,14.0
293040,FI,14.0
29309013,FI,14.0
29309016,FI,14.0
29321400,FI,14.0
2936,FI,14.0
330210,FI,14.0
35011090,FI,14.0
350290,FI,14.0
350300,FI,14.0
3507,FI,14.0
29055100,FI,10.0
29055998,FI,10.0
29104000,FI,10.0
29146200,FI,10.0
29146980,FI,10.0
29214600,FI,10.0
29221400,FI,10.0
29221900,FI,10.0
29223100,FI,10.0
29223900,FI,10.0
29224400,FI,10.0
29241100,FI,10.0
29242400,FI,10.0
29251200,FI,10.0
29251995,FI,10.0
29263000,FI,10.0
29269070,FI,10.0
29304010,FI,10.0
29304090,FI,10.0
29307000,FI,10.0
29331110,FI,10.0
29331910,FI,10.0
29333300,FI,10.0
29334100,FI,10.0
29334930,FI,10.0
293353,FI,10.0
29335500,FI,10.0
29336940,FI,10.0
29337200,FI,10.0
29337900,FI,10.0
293391,FI,10.0
29339920,FI,10.0
293430,FI,10.0
29349100,FI,10.0
29349960,FI,10.0
2937,FI,10.0
29389010,FI,10.0
29391100,FI,10.0
29391900,FI,10.0
29394100,FI,10.0
29394200,FI,10.0
29394300,FI,10.0
29394400,FI,10.0
29394900,FI,10.0
29395100,FI,10.0
29395900,FI,10.0
29396100,FI,10.0
29396200,FI,10.0
29397100,FI,10.0
293979,FI,10.0
29398000,FI,10.0
2941,FI,10.0
3001,FI,10.0
30021300,FI,10.0
30021400,FI,10.0
30021500,FI,10.0
300220,FI,10.0
30023000,FI,10.0
30029030,FI,10.0
30029050,FI,10.0
30029090,FI,10.0
3003,FI,10.0
3004,FI,10.0
30063000,FI,10.0
30066000,FI,10.0
33049900,FI,10.0
4901,FI,10.0
4902,FI,10.0
49030000,FI,10.0
49040000,FI,10.0
49059100,FI,10.0
49060000,FI,10.0
49119100,FI,10.0
58050000,FI,10.0
6304,FI,10.0
9701,FI,10.0
97020000,FI,10.0
97030000,FI,10.0
97030000,FI,10.0
,FI,24.0
01064100,AT,10.0
02,AT,10.0
03,AT,10.0
04,AT,10.0
05119939,AT,10.0
0701,AT,10.0
07020000,AT,10.0
0703,AT,10.0
0704,AT,10.0
0705,AT,10.0
0706,AT,10.0
0708,AT,10.0
0709,AT,10.0
0710,AT,10.0
0711,AT,10.0
0712,AT,10.0
0713,AT,10.0
0714,AT,10.0
0801,AT,10.0
0802,AT,10.0
0803,AT,10.0
0804,AT,10.0
0805,AT,10.0
0806,AT,10.0
0807,AT,10.0
0809,AT,10.0
0810,AT,10.0
0811,AT,10.0
0812,AT,10.0
0813,AT,10.0
0904,AT,10.0
0905,AT,10.0
0906,AT,10.0
0907,AT,10.0
0908,AT,10.0
0909,AT,10.0
0910,AT,10.0
10,AT,10.0
110100,AT,10.0
1102,AT,10.0
1103,AT,10.0
1104,AT,10.0
1105,AT,10.0
11061000,AT,10.0
110630,AT,10.0
11081100,AT,10.0
11081200,AT,10.0
11081300,AT,10.0
1201,AT,10.0
1202,AT,10.0
12030000,AT,10.0
120400,AT,10.0
1205,AT,10.0
120600,AT,10.0
1207,AT,10.0
1208,AT,10.0
1210,AT,10.0
12119086,AT,10.0
12129120,AT,10.0
12129180,AT,10.0
12129200,AT,10.0
12129400,AT,10.0
121299,AT,10.0
12129941,AT,10.0
12130000,AT,10.0
130220,AT,10.0
15011090,AT,10.0
15019000,AT,10.0
15021090,AT,10.0
15030090,AT,10.0
15071090,AT,10.0
15079090,AT,10.0
15081090,AT,10.0
15089090,AT,10.0
1509,AT,10.0
151000,AT,10.0
15111090,AT,10.0
15119011,AT,10.0
15119019,AT,10.0
15119099,AT,10.0
15121191,AT,10.0
15121199,AT,10.0
15121990,AT,10.0
15122190,AT,10.0
15122990,AT,10.0
15131191,AT,10.0
15131199,AT,10.0
15131911,AT,10.0
15131919,AT,10.0
15131991,AT,10.0
15131999,AT,10.0
15132130,AT,10.0
15132190,AT,10.0
15132911,AT,10.0
15132919,AT,10.0
15132950,AT,10.0
15132990,AT,10.0
15141190,AT,10.0
15141990,AT,10.0
15149190,AT,10.0
15149990,AT,10.0
15151100,AT,10.0
15151990,AT,10.0
15152190,AT,10.0
15152990,AT,10.0
15153090,AT,10.0
15155019,AT,10.0
15155099,AT,10.0
15159011,AT,10.0
15159029,AT,10.0
15159039,AT,10.0
15159051,AT,10.0
15159059,AT,10.0
15159091,AT,10.0
15159099,AT,10.0
151610,AT,10.0
15161090,AT,10.0
151620,AT,10.0
151710,AT,10.0
15179091,AT,10.0
15179099,AT,10.0
16,AT,10.0
17,AT,10.0
18050000,AT,10.0
1806,AT,10.0
19,AT,10.0
2001,AT,10.0
2002,AT,10.0
2003,AT,10.0
2004,AT,10.0
2005,AT,10.0
200600,AT,10.0
2007,AT,10.0
2008,AT,10.0
210130,AT,10.0
2102,AT,10.0
2103,AT,10.0
2104,AT,10.0
210500,AT,10.0
2106,AT,10.0
220900,AT,10.0
25010091,AT,10.0
28362000,AT,10.0
28369917,AT,10.0
29151100,AT,10.0
32021000,AT,10.0
35030010,AT,10.0
350790,AT,10.0
38249992,AT,10.0
38249993,AT,10.0
39249000,AT,10.0
40149000,AT,10.0
01012910,AT,13.0
01013000,AT,13.0
01019000,AT,13.0
0102,AT,13.0
0103,AT,13.0
0104,AT,13.0
0105,AT,13.0
0601,AT,13.0
0602,AT,13.0
0603,AT,13.0
060420,AT,13.0
1209,AT,13.0
1214,AT,13.0
23,AT,13.0
31010000,AT,13.0
4401,AT,13.0
0101,AT,13.0
01012910,AT,13.0
01013000,AT,13.0
01019000,AT,13.0
0102,AT,13.0
0103,AT,13.0
0104,AT,13.0
0105,AT,13.0
0601,AT,13.0
0602,AT,13.0
0603,AT,13.0
060420,AT,13.0
1209,AT,13.0
1214,AT,13.0
23,AT,13.0
31010000,AT,13.0
4401,AT,13.0
22019000,AT,10.0
4901,AT,10.0
4902,AT,10.0
49030000,AT,10.0
49040000,AT,10.0
4905,AT,10.0
4902,AT,10.0
4902,AT,10.0
961900,AT,10.0
58050000,AT,13.0
6304,AT,13.0
9701,AT,13.0
97020000,AT,13.0
97030000,AT,13.0
97040000,AT,13.0
97050000,AT,13.0
97060000,AT,13.0
,AT,20.0
07101000,IT,4.0
07102100,IT,4.0
07102200,IT,4.0
07102900,IT,4.0
07103000,IT,4.0
07104000,IT,4.0
07108010,IT,4.0
07108051,IT,4.0
07108061,IT,4.0
07108069,IT,4.0
07108070,IT,4.0
07108080,IT,4.0
07108085,IT,4.0
07109000,IT,4.0
07101000,IT,4.0
07102100,IT,4.0
07102200,IT,4.0
07102900,IT,4.0
07103000,IT,4.0
07104000,IT,4.0
07108010,IT,4.0
07108051,IT,4.0
07108061,IT,4.0
07108069,IT,4.0
07108070,IT,4.0
07108080,IT,4.0
07108085,IT,4.0
07109000,IT,4.0
07101000,IT,4.0
07102100,IT,4.0
07102200,IT,4.0
07102900,IT,4.0
07103000,IT,4.0
07104000,IT,4.0
07108010,IT,4.0
07108051,IT,4.0
07108061,IT,4.0
07108069,IT,4.0
07108070,IT,4.0
07108080,IT,4.0
07108085,IT,4.0
07109000,IT,4.0
0701,IT,4.0
07020000,IT,4.0
0703,IT,4.0
0704,IT,4.0
0705,IT,4.0
0706,IT,4.0
070700,IT,4.0
0708,IT,4.0
07092000,IT,4.0
07094000,IT,4.0
07095100,IT,4.0
070959,IT,4.0
07096010,IT,4.0
07097000,IT,4.0
07099100,IT,4.0
070992,IT,4.0
070993,IT,4.0
070999,IT,4.0
071120,IT,4.0
07114000,IT,4.0
07115100,IT,4.0
07119030,IT,4.0
07119050,IT,4.0
07119070,IT,4.0
07119080,IT,4.0
07122000,IT,4.0
07123100,IT,4.0
07123200,IT,4.0
07123300,IT,4.0
07123900,IT,4.0
07129005,IT,4.0
07129011,IT,4.0
07129019,IT,4.0
07129030,IT,4.0
07129050,IT,4.0
07095200,IT,4.0
07095300,IT,4.0
07095400,IT,4.0
07095500,IT,4.0
0701,IT,4.0
07020000,IT,4.0
0703,IT,4.0
0704,IT,4.0
0705,IT,4.0
0706,IT,4.0
070700,IT,4.0
0708,IT,4.0
07092000,IT,4.0
07094000,IT,4.0
07095100,IT,4.0
070959,IT,4.0
07096010,IT,4.0
07097000,IT,4.0
07099100,IT,4.0
070992,IT,4.0
070993,IT,4.0
070999,IT,4.0
071120,IT,4.0
07114000,IT,4.0
07115100,IT,4.0
07119030,IT,4.0
07119050,IT,4.0
07119070,IT,4.0
07119080,IT,4.0
07122000,IT,4.0
07123100,IT,4.0
07123200,IT,4.0
07123300,IT,4.0
07123900,IT,4.0
07129005,IT,4.0
07129011,IT,4.0
07129019,IT,4.0
07129030,IT,4.0
07129050,IT,4.0
07095200,IT,4.0
07095300,IT,4.0
07095400,IT,4.0
07095500,IT,4.0
1001,IT,4.0
1002,IT,4.0
10039000,IT,4.0
10049000,IT,4.0
100610,IT,4.0
100620,IT,4.0
100630,IT,4.0
10064000,IT,4.0
10079000,IT,4.0
10081000,IT,4.0
10082900,IT,4.0
10083000,IT,4.0
10084000,IT,4.0
10085000,IT,4.0
10086000,IT,4.0
10089000,IT,4.0
100620,IT,4.0
100630,IT,4.0
10064000,IT,4.0
11041210,IT,4.0
11041910,IT,4.0
11041930,IT,4.0
11041950,IT,4.0
11041961,IT,4.0
11041999,IT,4.0
11042295,IT,4.0
11042398,IT,4.0
11042908,IT,4.0
11042951,IT,4.0
11042955,IT,4.0
11042959,IT,4.0
1001,IT,4.0
1002,IT,4.0
10039000,IT,4.0
10049000,IT,4.0
100610,IT,4.0
100620,IT,4.0
100630,IT,4.0
10064000,IT,4.0
10079000,IT,4.0
10081000,IT,4.0
10082900,IT,4.0
10083000,IT,4.0
10084000,IT,4.0
10085000,IT,4.0
10086000,IT,4.0
10089000,IT,4.0
100620,IT,4.0
100630,IT,4.0
10064000,IT,4.0
11041210,IT,4.0
11041910,IT,4.0
11041930,IT,4.0
11041950,IT,4.0
11041961,IT,4.0
11041999,IT,4.0
11042295,IT,4.0
11042398,IT,4.0
11042908,IT,4.0
11042951,IT,4.0
11042955,IT,4.0
11042959,IT,4.0
1001,IT,4.0
1002,IT,4.0
10039000,IT,4.0
10049000,IT,4.0
100610,IT,4.0
100620,IT,4.0
100630,IT,4.0
10064000,IT,4.0
10079000,IT,4.0
10081000,IT,4.0
10082900,IT,4.0
10083000,IT,4.0
10084000,IT,4.0
10085000,IT,4.0
10086000,IT,4.0
10089000,IT,4.0
100620,IT,4.0
100630,IT,4.0
10064000,IT,4.0
11041210,IT,4.0
11041910,IT,4.0
11041930,IT,4.0
11041950,IT,4.0
11041961,IT,4.0
11041999,IT,4.0
11042295,IT,4.0
11042398,IT,4.0
11042908,IT,4.0
11042951,IT,4.0
11042955,IT,4.0
11042959,IT,4.0
0701,IT,4.0
07020000,IT,4.0
0703,IT,4.0
0704,IT,4.0
0705,IT,4.0
0706,IT,4.0
070700,IT,4.0
0708,IT,4.0
07092000,IT,4.0
07094000,IT,4.0
07095100,IT,4.0
070959,IT,4.0
07096010,IT,4.0
07097000,IT,4.0
07099100,IT,4.0
070992,IT,4.0
070993,IT,4.0
070999,IT,4.0
071120,IT,4.0
07114000,IT,4.0
07115100,IT,4.0
07119030,IT,4.0
07119050,IT,4.0
07119070,IT,4.0
07119080,IT,4.0
07122000,IT,4.0
07123100,IT,4.0
07123200,IT,4.0
07123300,IT,4.0
07123900,IT,4.0
07129005,IT,4.0
07129011,IT,4.0
07129019,IT,4.0
07129030,IT,4.0
07129050,IT,4.0
07095200,IT,4.0
07095300,IT,4.0
07095400,IT,4.0
07095500,IT,4.0
15071090,IT,4.0
15079090,IT,4.0
15081090,IT,4.0
15089090,IT,4.0
1509,IT,4.0
151000,IT,4.0
15111090,IT,4.0
15119099,IT,4.0
15121191,IT,4.0
15121199,IT,4.0
15121990,IT,4.0
15122190,IT,4.0
15122990,IT,4.0
15131191,IT,4.0
15131199,IT,4.0
15131911,IT,4.0
15131919,IT,4.0
15131991,IT,4.0
15131999,IT,4.0
15132130,IT,4.0
15132190,IT,4.0
15132911,IT,4.0
15132919,IT,4.0
15132950,IT,4.0
15132990,IT,4.0
15141190,IT,4.0
15141990,IT,4.0
15149190,IT,4.0
15149990,IT,4.0
15151100,IT,4.0
15151990,IT,4.0
